ltla,sex,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
E06000001,female,2747,2797,2482,2848,2888,3025,2816,2521,3031,3504,3550,3043,2719,2663,1967,1914,1490,863,517
E06000001,male,2911,2880,2706,2948,2896,2933,2631,2303,2917,3272,3423,3005,2672,2674,1724,1529,1078,536,183
E06000002,female,4814,4401,3897,4452,5653,4965,4614,3767,4319,4671,4883,4428,3723,3376,2626,2396,1885,1109,676
E06000002,male,5097,4502,3971,4698,6479,5240,4130,3738,4039,4349,4533,4146,3538,3299,2327,2005,1367,647,231
E06000003,female,3838,3606,3419,3831,3940,4134,3866,3466,4408,5178,5114,4560,4396,4716,3549,3039,2149,1361,861
E06000003,male,4083,3952,3628,4136,4033,3915,3495,3175,3984,4766,4953,4402,4015,4415,3286,2594,1621,873,345
E06000004,female,6071,6040,5226,5612,6100,6470,6442,5783,6591,7159,7355,6287,5580,5427,3927,3547,2795,1529,978
E06000004,male,6405,6125,5649,6160,6605,6420,6157,5307,6297,7030,6776,6111,5465,5082,3626,2946,2003,929,411
E06000005,female,3163,3190,2844,3113,2995,3274,3407,3194,3783,3934,3890,3437,3143,3199,2305,2179,1557,1097,698
E06000005,male,3338,3242,3067,3106,2798,3134,3208,3074,3519,3839,3757,3270,2971,3147,2172,1760,1130,679,264
E06000006,female,4015,4019,3574,3658,3829,4172,4149,3883,4508,4491,4684,4364,4039,3673,2571,2104,1597,917,505
E06000006,male,4195,4222,3613,3835,3813,3961,3860,3648,4239,4432,4380,3998,3904,3663,2393,1770,1076,552,195
E06000007,female,6188,6035,5690,5864,5606,6484,6736,6346,7645,8210,7673,6252,5707,5969,4746,3736,2586,1673,1035
E06000007,male,6430,6402,6138,6149,6150,6394,6658,6363,7620,8118,7860,6282,5615,5690,4099,3229,1951,961,391
E06000008,female,5355,5404,4924,4818,4403,5294,5298,4482,5092,5074,4738,4069,3600,3421,2473,2061,1566,1040,576
E06000008,male,5730,5468,5152,5360,4714,4944,5326,4716,5165,5225,4746,4113,3662,3415,2294,1821,1104,548,225
E06000009,female,4203,3882,3643,4129,4352,4396,4042,3657,4658,5394,5170,4417,3957,4481,3451,2965,2250,1541,1020
E06000009,male,4198,4053,3737,4171,4301,4335,4003,3615,4650,5414,5379,4672,3983,4334,3161,2462,1607,863,352
E06000010,female,8738,7572,6308,7357,11554,10545,9118,7340,8128,8425,8639,7205,6368,6094,4408,4033,3186,1986,1155
E06000010,male,9239,8117,6722,7778,12327,10853,9258,8205,8562,8779,8596,7176,6465,6028,3865,3415,2231,1147,492
E06000011,female,7871,8575,8606,9624,7468,7706,8028,8870,11465,13069,12981,11935,12056,13431,9768,8235,6082,3735,2481
E06000011,male,8477,8967,8881,10116,8546,7779,7847,8485,10962,12456,12953,11572,11346,12770,8923,7104,4693,2406,973
E06000012,female,5034,4755,4281,4589,4878,5410,4894,4175,5236,5961,5781,5052,4606,4815,3631,3284,2494,1609,1043
E06000012,male,5092,5048,4330,4848,4983,5353,4565,4235,5259,5590,5779,4908,4626,4652,3292,2694,1920,909,408
E06000013,female,4837,5009,4529,4602,4575,5173,5065,4536,5608,6388,6164,5690,5398,5379,4061,3250,2537,1622,1176
E06000013,male,4941,5312,4806,4901,4730,5053,4928,4522,5492,6362,6367,5556,5314,5343,3815,2957,1859,969,387
E06000014,female,5186,5153,4553,6928,11394,6958,6408,5910,6558,6844,6757,5665,5300,5854,4394,3950,2976,2040,1361
E06000014,male,5440,5309,4726,6814,11085,7396,6707,5854,6486,6713,6409,5565,5087,5220,3651,3110,2121,1189,583
E06000015,female,8894,8145,6916,7533,9510,9407,8829,7747,8414,8940,8143,6620,5930,6132,4781,4201,3418,2428,1496
E06000015,male,9004,8658,7612,8192,10118,9364,8576,7720,8292,8920,8116,6604,5803,5688,4123,3493,2578,1376,592
E06000016,female,12518,11339,9713,11387,19064,14695,13082,10663,10340,10148,9821,8660,7416,5984,4649,4271,3334,2339,1436
E06000016,male,12905,11814,10178,11505,18508,14036,13778,11491,10314,9837,9670,8585,7520,5891,4019,3343,2331,1305,602
E06000017,female,842,970,1038,1243,792,751,857,913,1205,1397,1302,1230,1271,1365,1075,887,613,486,327
E06000017,male,942,976,1137,1546,1146,1309,1056,1142,1225,1364,1380,1156,1235,1338,987,801,541,269,149
E06000018,female,10207,9017,7553,12307,23697,12307,10976,8827,8966,9339,8580,7087,6102,5338,4305,3959,3222,2291,1377
E06000018,male,10725,9498,7988,12222,24953,13683,12199,10016,9641,9339,8677,7156,6358,5562,3744,3109,2302,1196,560
E06000019,female,4796,4706,4837,5115,4507,4955,5053,4778,5878,7080,6846,6595,6353,6870,5168,4159,3293,2298,1548
E06000019,male,5123,5182,4951,5375,4995,5576,5367,4867,5707,6850,6792,6121,6110,6517,4940,3799,2618,1435,577
E06000020,female,5621,5504,5064,5410,5155,5459,5488,4993,5961,6386,5951,5027,4809,4754,3514,2721,1884,1136,763
E06000020,male,5808,5558,4997,5593,5839,5321,5500,5206,6064,6436,5827,4861,4694,4384,3339,2300,1442,721,278
E06000021,female,8669,7919,6586,7232,9405,9192,8330,7064,8169,8458,7984,7254,6686,6830,5137,4248,3288,2030,1264
E06000021,male,9093,8040,6809,7627,9538,9141,8764,7466,8473,8854,8394,7295,6737,6595,4877,3538,2373,1180,417
E06000022,female,4525,4671,4454,6277,9400,5129,4727,4880,5864,6320,6301,5323,5086,5334,4038,3459,2839,1997,1408
E06000022,male,4943,4942,4764,6476,9834,5819,4785,4609,5609,6212,5881,5152,4664,5029,3540,3008,2114,1241,587
E06000023,female,15149,12859,10561,13222,23502,21175,19213,14667,13474,13336,12486,10606,9473,8831,6788,5861,4924,3566,2560
E06000023,male,15919,13193,10810,13102,23174,22485,20180,16229,14359,13713,12158,10608,9336,8773,6235,4806,3512,1995,951
E06000024,female,5890,5679,5586,5535,4644,5261,5871,5991,7256,7930,7491,6767,6734,7721,5610,4664,3745,2601,1937
E06000024,male,6235,6207,5754,5877,4730,5017,5422,5719,7119,7663,7402,6325,6275,7143,5274,4010,2757,1551,792
E06000025,female,7904,8070,7210,8129,7629,8346,8398,8358,9583,10815,9878,7956,7346,7748,6182,5032,3903,2379,1621
E06000025,male,8324,8227,7416,8882,8873,8317,8470,8219,9485,10485,10063,7922,7209,7322,5716,4304,3038,1562,673
E06000026,female,7887,7036,6184,8126,12146,8676,8663,7069,8310,8972,8575,7526,7013,7313,5390,4709,3628,2354,1552
E06000026,male,8169,7258,6592,8466,13985,9327,8821,7221,7863,8590,8433,7578,6471,6921,5090,3853,2708,1371,666
E06000027,female,3613,3289,3183,3581,3257,3540,3418,3272,4175,4814,4942,4510,4672,5213,3993,3309,2648,1972,1402
E06000027,male,3646,3472,3341,3868,3477,3515,3084,2904,3990,4616,4718,4331,4201,5106,3670,2838,2005,1077,602
E06000030,female,7396,6709,5874,6179,5841,7617,8040,7319,8075,8202,7694,6281,5482,5238,3866,3198,2573,1658,1007
E06000030,male,7682,7090,6138,6339,5933,7145,7916,7657,8648,8649,7976,6391,5480,4967,3502,2741,1970,1057,461
E06000031,female,7464,6396,5466,5465,5514,7543,7468,6402,6486,6600,5970,5186,4726,4285,3147,2741,2327,1557,879
E06000031,male,8081,6655,5643,5766,5951,7610,7592,6791,6634,6512,5993,4922,4390,4200,2889,2316,1657,895,374
E06000032,female,8486,7580,6513,6620,7536,8879,8752,7173,6532,6809,6306,5026,4267,3743,3010,2874,2113,1235,820
E06000032,male,8993,8234,6778,6753,8021,9517,9278,7597,6874,6606,6348,5067,4143,3619,2679,2553,1658,840,341
E06000033,female,5567,5381,4601,5051,4963,5678,5932,5843,6559,6676,6053,4965,4865,5243,3906,3286,2691,2091,1529
E06000033,male,5852,5501,4993,5314,5010,5396,5951,5620,6492,6486,6319,5086,4623,4945,3389,2744,1998,1197,571
E06000034,female,6044,5884,4791,4922,4814,6007,6411,6216,6119,6132,5172,4265,3999,3891,2736,2170,1668,1166,683
E06000034,male,6327,5914,4992,5116,4901,5452,5739,5925,6111,6383,5389,4422,4000,3755,2362,1817,1209,655,263
E06000035,female,8917,8441,7978,8552,9919,9369,9277,8519,9318,10071,9582,7963,7001,7268,5029,4235,3041,1907,1286
E06000035,male,9436,8804,8293,9132,10078,9747,8977,8482,9399,9997,9350,7913,6907,6990,4699,3512,2277,1091,455
E06000036,female,4023,3901,3333,3544,2901,3846,4521,4509,4599,4724,4402,3474,2858,2772,1835,1663,1177,762,562
E06000036,male,4128,4068,3533,3860,3216,3977,4190,4177,4641,4654,4391,3597,2925,2553,1685,1353,933,500,210
E06000037,female,4766,4754,4733,4714,3483,4126,4632,5233,6075,6355,5825,5057,4584,4626,3242,2565,1969,1255,853
E06000037,male,5052,5126,4956,4907,3820,4237,4505,4797,5879,6361,6023,5135,4414,4472,3081,2293,1540,807,381
E06000038,female,6126,5031,3946,4704,7561,6865,7487,6034,5260,5071,4458,3624,3012,2976,2267,1926,1583,1037,740
E06000038,male,6427,5361,4094,4720,7189,6862,7709,6729,5864,5331,4742,3792,3056,2808,2048,1670,1098,728,332
E06000039,female,6533,5790,4575,4130,3979,6197,7370,6111,5035,4624,4116,3460,2658,2149,1642,1381,1184,709,452
E06000039,male,6727,6048,4788,4449,4050,5353,7023,6657,5627,4927,4076,3491,2934,1996,1496,1166,823,391,223
E06000040,female,4550,4487,4228,3979,3147,4196,5027,5199,5707,5891,5185,4286,3927,4187,3147,2678,2147,1440,1097
E06000040,male,4709,4824,4752,4658,3283,4298,4740,5003,5617,5788,5348,4304,3748,3932,2785,2196,1622,915,449
E06000041,female,4973,5162,4845,4534,3358,4200,4990,5797,6306,6477,6070,4918,4320,4515,3273,2726,2040,1246,894
E06000041,male,5326,5501,5116,4931,3757,4297,4283,5412,6220,6279,6115,5037,4109,4158,3018,2393,1638,806,374
E06000042,female,9990,9375,7836,7164,6530,9529,10880,10302,9700,9396,8554,7542,6798,5884,3932,3102,2288,1510,1056
E06000042,male,10530,9861,8194,7765,6642,8938,10539,10458,9831,9384,8446,7311,6429,5484,3579,2503,1654,897,412
E06000043,female,7423,6945,6404,8183,16146,11307,10582,9893,10463,10461,9082,6684,5811,5610,4202,3633,3161,2344,1699
E06000043,male,7630,7410,6839,8204,15776,12297,11534,10325,10973,10865,9096,6767,5814,5784,3934,3059,2275,1361,674
E06000044,female,6704,6040,5190,6536,10968,8043,7415,6158,6569,6875,6414,5242,4340,4690,3320,2981,2361,1714,1227
E06000044,male,6935,6392,5409,6941,13334,8675,7863,6425,6944,6847,6608,5393,4334,4499,3129,2426,1681,929,486
E06000045,female,7824,6657,5404,8109,15030,9931,9269,7375,6789,7020,6731,5722,5219,5120,3758,3220,2770,1975,1304
E06000045,male,8426,7060,5770,8180,17141,10755,9970,8332,7573,7206,7010,6006,5039,4879,3371,2616,1909,1147,489
E06000046,female,3276,3246,3394,3809,3251,3316,3217,3208,4450,5284,5103,4855,5069,5811,4375,3383,2764,1976,1459
E06000046,male,3467,3623,3594,4241,3570,3420,3306,3228,3928,4899,4869,4686,4699,5565,4152,3019,2074,1143,603
E06000047,female,13942,13824,12592,15057,18581,15223,15106,13979,17018,19602,19238,17843,16477,16859,12414,10578,7606,4786,2790
E06000047,male,14878,14403,13191,15945,19117,14694,15145,13301,16373,19231,18713,16835,15798,16258,11505,8890,5731,2879,1171
E06000049,female,9867,10242,9958,10159,9003,9444,10177,10747,13689,15251,14589,12323,11815,12779,9703,7988,6170,4244,2978
E06000049,male,10521,10968,10221,10947,9809,9282,9649,10149,12846,14397,14350,12136,11481,12389,8942,6963,4704,2557,1169
E06000050,female,9064,8923,8601,9548,10140,9378,9714,9521,11741,12998,12668,10956,10313,10909,8219,6824,5214,3436,2250
E06000050,male,9517,9527,8881,9955,9931,9149,9002,8978,11157,12223,12283,10407,10125,10405,7598,5910,3840,2059,908
E06000051,female,7433,8005,8299,8739,7386,7742,7893,7923,10142,11815,11595,10474,10560,11397,8867,6898,5333,3542,2560
E06000051,male,7983,8348,8278,9398,8886,9147,8142,7812,10083,11744,11885,10229,9931,10736,8164,6114,4156,2189,946
E06000052,female,14197,13952,13668,15367,14593,13398,14150,14287,18162,20322,20002,19228,19575,21737,15589,12202,9440,6546,4468
E06000052,male,14968,14669,14428,16327,15335,13643,13544,13342,16310,18694,18969,17752,17954,20695,14517,10789,7347,4024,1771
E06000053,female,53,47,54,42,65,69,82,49,96,69,82,73,75,92,58,51,37,30,23
E06000053,male,53,67,53,36,64,76,61,75,57,86,70,91,80,91,78,39,29,29,10
E06000054,female,14001,14282,13800,14073,11053,12611,13477,13776,17717,19130,18019,15670,14778,15586,11609,9404,7355,5110,3545
E06000054,male,14609,14981,14126,14737,13399,14787,13522,13120,16537,18292,17861,15265,14109,14873,10726,8281,5711,3176,1452
E06000055,female,5381,5073,4657,4885,4790,5048,5749,5432,5738,6090,5869,4894,4369,4370,3223,2774,2336,1530,983
E06000055,male,5509,5317,5040,5435,5008,4765,5315,5100,5707,6187,5605,4892,4206,4246,3004,2406,1670,989,407
E06000056,female,8438,8250,7398,7143,6670,8153,8927,9034,9948,10656,10181,8420,7791,7737,5586,4436,3261,2009,1234
E06000056,male,8748,8443,7760,7967,7213,8297,8152,8437,9594,10456,10066,8562,7477,7473,5223,4109,2640,1391,566
E06000057,female,7646,7919,8115,8406,7605,8241,8498,8226,10271,12126,12834,12130,11597,12000,8549,7050,5285,3331,2233
E06000057,male,8065,8683,8542,9156,8299,8281,7794,8127,9624,11232,12053,11401,10792,11393,8001,6190,4065,2150,922
E06000058,female,10573,9848,8851,10795,13261,12091,13073,11443,12376,13233,12708,11143,11098,12128,9045,8083,7299,5224,3848
E06000058,male,11297,10545,9370,10786,14016,12540,13558,12403,13021,13753,12951,10823,10296,11431,8278,7021,5273,3211,1665
E06000059,female,8453,9148,9220,9886,7519,7846,8266,8583,11375,13264,14038,13158,13884,15654,11802,9646,7962,5441,3827
E06000059,male,8846,9479,9945,11101,9214,8616,7752,8360,10804,12715,13400,12400,12364,14475,10926,8610,6206,3639,1661
E06000060,female,16042,16624,15643,15161,13216,14312,15683,16822,19309,20810,19307,16380,14529,14990,11481,9653,7369,4965,3425
E06000060,male,16732,17310,16566,16292,13250,13570,14444,15987,18717,20108,19399,16386,14030,14006,10216,8185,5700,2933,1348
E07000008,female,3331,3072,2553,4250,8810,4941,4829,4005,3561,3454,3095,2795,2506,2283,1686,1555,1299,1024,826
E07000008,male,3645,3144,2654,4523,10367,6734,5565,4459,3855,3692,3230,2811,2341,2161,1523,1251,958,622,325
E07000009,female,2790,2632,2274,2290,1909,2504,2985,2997,3231,3357,3168,2609,2565,2697,1908,1497,1246,919,539
E07000009,male,2850,2944,2532,2392,2026,2355,2691,2917,3258,3346,3068,2559,2419,2595,1902,1398,928,546,202
E07000010,female,2830,2447,2541,2741,2545,2853,2838,2533,3237,3504,3499,3166,3221,3328,2460,2135,1677,1156,715
E07000010,male,2936,2662,2584,2837,2691,2932,2783,2644,3130,3495,3476,3024,3089,3310,2336,1910,1338,692,296
E07000011,female,5113,4913,4726,4823,4245,5206,5496,5435,6370,6859,6531,5399,5196,5446,3939,2981,2168,1469,1051
E07000011,male,5415,5301,5034,5189,4517,5435,5243,5302,6354,6804,6456,5538,5001,5432,3665,2763,1742,900,426
E07000012,female,4594,4805,4466,4312,3185,3969,4785,5298,5919,6127,5701,4699,4444,4616,3330,2672,2123,1469,956
E07000012,male,4842,5105,4658,4532,3310,4005,4490,5175,5756,5883,5565,4786,4286,4503,3040,2452,1629,1002,443
E07000026,female,2496,2373,2393,2619,2308,2366,2588,2365,3319,3860,3720,3420,3395,3485,2645,2225,1646,1152,680
E07000026,male,2341,2621,2580,2884,2591,2471,2433,2336,2993,3779,3613,3325,3262,3537,2635,1913,1267,632,264
E07000027,female,1805,1835,1780,1936,1867,2088,1797,1794,2404,2668,2445,2214,2112,2252,1789,1407,995,633,443
E07000027,male,1849,1973,1837,2079,2010,2082,1865,1696,2142,2617,2636,2134,2079,2245,1726,1221,786,359,169
E07000028,female,3075,2883,2690,2985,3678,3087,3410,2864,3638,3955,4088,3661,3355,3387,2631,2223,1744,1206,739
E07000028,male,3205,3017,2722,2928,3372,3067,3242,2928,3647,3831,4063,3585,3354,3239,2436,1809,1311,669,335
E07000029,female,1797,1761,1694,1862,1740,1926,1940,1852,2336,2657,2746,2480,2263,2264,1776,1500,1115,661,411
E07000029,male,1931,1925,1811,1992,2049,2054,1918,1760,2228,2730,2799,2596,2318,2452,1804,1336,833,393,156
E07000030,female,1142,1206,1297,1352,1179,1121,1196,1235,1775,2163,2074,1968,1969,1984,1497,1302,951,680,456
E07000030,male,1238,1370,1359,1526,1430,1293,1173,1146,1570,2073,2096,1806,2012,2043,1527,1125,756,382,177
E07000031,female,2098,2377,2424,2600,1926,2198,2441,2536,3411,4003,4202,3869,3900,4265,3246,2626,2212,1604,977
E07000031,male,2215,2495,2665,3011,2360,2214,2316,2375,3075,3812,3874,3698,3669,4398,3088,2418,1576,920,407
E07000032,female,3157,3204,3176,3562,3291,3480,3555,3479,4504,5018,4576,4104,4075,4342,3158,2420,1835,1265,941
E07000032,male,3377,3358,3377,3510,3353,3231,3341,3297,4468,4859,4650,4184,4003,4315,3008,2115,1371,764,327
E07000033,female,2205,2154,2001,2286,2130,2393,2334,2043,2847,3136,2743,2461,2299,2424,1880,1477,1110,733,498
E07000033,male,2207,2210,2084,2333,2289,2232,2289,2118,2690,3169,2817,2485,2345,2397,1789,1245,823,397,158
E07000034,female,2942,2774,2522,2962,2993,3163,3017,3100,3722,4027,3830,3386,3154,3369,2552,2088,1608,1155,771
E07000034,male,2882,2822,2633,3244,3005,3112,3179,2839,3633,4000,3872,3441,3215,3122,2371,1700,1191,653,282
E07000035,female,1474,1732,1932,1983,1437,1383,1377,1657,2386,2920,2931,2642,2713,2906,2152,1767,1302,923,617
E07000035,male,1463,1818,1985,2129,1708,1642,1411,1534,2238,2969,2893,2635,2656,2851,2003,1504,994,521,232
E07000036,female,3226,3123,2845,3277,3248,3689,3506,3398,4166,4659,4214,3479,3299,3516,2703,2217,1831,1134,773
E07000036,male,3478,3318,3046,3385,3279,3422,3232,3108,3982,4527,4343,3579,3167,3350,2503,1878,1298,649,308
E07000037,female,2395,2466,2474,2705,2571,2347,2479,2511,3234,3873,3712,3127,2893,3023,2295,1692,1256,839,597
E07000037,male,2418,2598,2451,2828,2796,2432,2285,2292,3176,3697,3693,3200,3066,2961,1983,1440,938,454,220
E07000038,female,2325,2509,2506,2704,2477,2517,2474,2602,3474,3914,3760,3542,3388,3857,2947,2317,1694,1033,653
E07000038,male,2476,2538,2516,2866,2739,2481,2453,2372,3214,3884,3666,3503,3278,3667,2674,2065,1295,697,306
E07000039,female,2831,2898,2824,2801,2629,2850,3200,3181,3747,4043,3642,3059,2968,2939,2045,1607,1257,769,458
E07000039,male,2967,3138,2950,3200,2612,2653,2955,3029,3688,4114,3542,3015,2916,2913,2028,1352,907,479,189
E07000040,female,2968,3257,3239,3529,2544,2692,2942,3102,4280,4917,4907,4751,5064,6094,4689,4020,3362,2436,1771
E07000040,male,3296,3471,3485,3811,3223,3084,2785,2914,3795,4542,4466,4351,4591,5475,4310,3425,2605,1499,826
E07000041,female,3265,3055,2525,4622,8089,4578,4322,3579,3526,3889,3580,3186,2981,2999,2274,1958,1777,1337,956
E07000041,male,3628,3184,2689,4253,8322,5180,4455,3774,3693,3854,3509,3020,2697,2640,1941,1561,1149,655,316
E07000042,female,2179,2247,2151,2286,1763,1964,2099,2105,2647,3046,3050,2720,2693,2813,2119,1652,1369,900,625
E07000042,male,2273,2438,2350,2433,1930,1869,2001,1870,2543,2808,2829,2588,2667,2778,2075,1515,994,631,252
E07000043,female,2509,2506,2352,2554,2114,2344,2342,2411,2976,3520,3519,3227,3219,3649,2809,2167,1738,1220,876
E07000043,male,2613,2554,2549,2717,2525,2481,2324,2256,2855,3273,3372,3041,2983,3491,2506,2003,1327,755,350
E07000044,female,1886,2044,2191,2148,1500,1668,1822,2038,2614,3397,3521,3317,3459,3776,2655,2034,1646,1140,733
E07000044,male,1983,2149,2231,2445,1946,1859,1678,1794,2256,2907,3159,3083,3153,3510,2465,1895,1259,723,351
E07000045,female,3077,3137,3077,3265,2827,3020,3117,3186,4055,4950,5042,4552,4756,5199,3808,2994,2462,1943,1371
E07000045,male,3275,3389,3325,3600,2985,3107,2898,2969,3779,4552,4738,4204,4311,4880,3506,2611,1833,1071,561
E07000046,female,1601,1596,1625,1670,1482,1549,1482,1617,2036,2316,2481,2515,2646,2770,2028,1579,1187,792,562
E07000046,male,1754,1720,1731,1856,1591,1476,1412,1467,1883,2303,2308,2325,2428,2698,2062,1400,993,510,206
E07000047,female,1246,1355,1326,1418,1038,1197,1215,1312,1648,2069,2311,2018,2129,2335,1656,1296,1012,715,547
E07000047,male,1258,1455,1430,1497,1182,1277,1187,1172,1564,1995,2117,1963,1949,2231,1656,1165,793,413,196
E07000061,female,2825,2490,2488,2957,2830,2775,3079,2896,3248,3505,3410,3082,3165,3562,2592,2467,2199,1681,1276
E07000061,male,2940,2762,2609,3110,3062,2822,2989,2682,3030,3351,3318,2808,2735,3227,2318,2005,1495,987,563
E07000062,female,2830,2579,2397,2716,2798,2943,2754,2592,3043,3465,3350,3038,2766,2919,1903,1623,1233,944,770
E07000062,male,2961,2721,2496,2827,2714,2712,2756,2657,3098,3499,3243,2689,2575,2850,1823,1381,900,516,279
E07000063,female,2401,2655,2630,2731,2190,2325,2489,2713,3380,3884,3688,3426,3415,3745,2871,2471,2025,1481,1107
E07000063,male,2733,2925,2898,2898,2461,2419,2516,2311,3020,3802,3671,3224,3159,3397,2520,1973,1527,906,441
E07000064,female,1957,2187,2164,2413,1869,1800,1834,1951,2579,3340,3399,3337,3613,4414,3297,2794,2264,1738,1311
E07000064,male,2093,2260,2289,2664,2031,1838,1691,1655,2415,3107,3279,3015,3192,3962,2934,2383,1679,1073,549
E07000065,female,3661,4176,4229,4374,3310,3227,3549,4004,5352,6144,6129,5451,5375,6325,4643,3759,3004,2023,1566
E07000065,male,3891,4507,4423,4536,3498,3373,3272,3295,4749,5758,5858,5236,4892,5745,4223,3205,2325,1318,600
E07000066,female,5992,5607,5099,5354,5241,6075,6288,5987,6434,6801,6421,5461,4815,5162,3706,3277,2623,1559,988
E07000066,male,6199,5995,5413,5657,5224,5807,5703,5723,6103,6629,6090,5224,4522,4643,3110,2575,1870,906,393
E07000067,female,4383,4657,4143,4159,3878,4479,4509,4669,5450,5972,5473,4772,4549,4942,3299,2548,2014,1504,1075
E07000067,male,4717,4736,4497,4537,3958,4207,4310,4343,5445,5751,5340,4610,4313,4502,3164,2317,1547,918,389
E07000068,female,1970,2115,2168,2231,1921,2157,2305,2424,2724,3050,2996,2394,2120,2296,1693,1620,1365,913,608
E07000068,male,2193,2119,2171,2311,2039,2211,2019,2340,2507,2890,2954,2321,1987,2172,1485,1281,1003,572,269
E07000069,female,2229,2223,2325,2501,2418,2239,2205,2274,2901,3300,3191,2887,3130,3681,2721,2247,1588,948,647
E07000069,male,2136,2273,2411,2791,2619,2402,2047,2093,2691,3281,3189,2819,2780,3332,2372,1891,1270,583,277
E07000070,female,4883,4899,4706,4666,4881,5360,5580,5498,6217,6571,6145,5347,4749,5402,3724,3187,2449,1635,1062
E07000070,male,5178,5279,4920,5103,4976,5453,5502,5383,6239,6315,5977,5225,4631,4909,3305,2792,1981,981,480
E07000071,female,5575,5090,4665,5161,7145,6274,6055,5758,6141,6662,5869,5058,4930,5341,3725,2909,2326,1565,1070
E07000071,male,5920,5521,4843,5633,8002,6402,6073,5766,6209,6285,5747,4766,4494,4796,3334,2647,1828,999,389
E07000072,female,3845,3620,3401,3428,3520,3780,4088,4202,4739,5255,4895,4059,3724,3943,2848,2459,2095,1414,998
E07000072,male,4075,3863,3449,3725,3657,3562,3646,3805,4326,4806,4667,3911,3448,3746,2533,2081,1556,875,407
E07000073,female,3235,2738,2350,2422,2481,3085,3336,2908,2925,3032,2939,2568,2143,1906,1507,1519,1329,781,423
E07000073,male,3353,2922,2426,2664,2478,2785,3142,2765,2696,2910,2855,2489,1975,1762,1240,1028,877,462,163
E07000074,female,1426,1639,1621,1690,1425,1403,1435,1633,2253,2627,2372,2313,2227,2588,1738,1341,982,608,435
E07000074,male,1566,1753,1724,1951,1620,1416,1255,1497,1993,2529,2401,2291,2236,2447,1683,1301,821,388,173
E07000075,female,2055,2242,2373,2528,2166,1944,2159,2421,3094,3391,3198,2716,2705,3137,2255,1954,1457,973,559
E07000075,male,2175,2401,2380,2698,2380,2088,1924,2276,2930,3277,3071,2774,2527,2905,2006,1647,1196,596,231
E07000076,female,3504,3553,3333,3744,3395,3144,3032,3190,4105,4842,4966,4710,5132,6511,4871,4030,3181,2203,1532
E07000076,male,3622,3515,3631,4133,3634,3058,2767,2852,3690,4566,4650,4372,4531,5739,4528,3656,2440,1409,624
E07000077,female,2397,2571,2600,2543,1882,1977,2224,2559,3292,3507,3370,2776,2408,2559,1889,1429,1160,842,574
E07000077,male,2507,2787,2747,2746,2067,2054,1969,2337,3039,3426,3251,2834,2423,2560,1769,1319,918,483,271
E07000078,female,3290,2991,2991,3724,4402,4253,4142,3484,3777,4004,3986,3293,3123,3214,2480,2132,1787,1283,969
E07000078,male,3411,3158,2948,3369,4312,4285,4532,3738,3886,4144,3906,3270,2930,2891,2070,1784,1234,800,386
E07000079,female,1989,2161,2237,2383,1994,1783,1911,2198,2957,3494,3479,3009,3075,3221,2490,1963,1659,1152,801
E07000079,male,2017,2238,2274,2390,2280,1701,1802,1972,2819,3226,3158,2925,2854,2989,2318,1744,1252,698,307
E07000080,female,2059,2104,2151,2660,2085,1872,1967,1935,2825,3315,3281,3006,3061,3172,2330,1826,1372,932,643
E07000080,male,2104,2185,2247,2832,2260,1955,1817,1906,2684,3272,3155,2839,2930,3016,2358,1664,1056,547,259
